ID,stamp_ID,visitedAt,createdAt,createdBy
c9f1b56b-e9a8-4f8d-9cdd-89bcd28a2e68,bebf5cd4-e427-4297-a490-0730968690c2,,2024-06-21T18:28:37.341Z,Kevin
1bbf50e6-61e2-4c5b-8834-e7d08320bddc,a08ce1e4-1d3f-4806-92f0-cb5303413938,,2024-06-21T18:28:37.341Z,Kevin
d97924ca-1eca-437d-95d1-9b2340f73f54,3226d056-e0fc-4757-a726-eaf9df6ada1f,,2024-06-21T18:28:37.341Z,Kevin
42e5703d-4c90-442f-a093-88eafeb3a213,5c901711-34a9-49b7-bd44-edcf4ea51768,,2024-06-21T18:28:37.341Z,Kevin
1a6bb5ed-4662-4746-a010-45ffda867f0e,75e72933-439d-4adb-b11d-aceba705fc2b,,2024-06-21T18:28:37.341Z,Kevin
935fb8b7-3b5e-457c-a674-a7ccb003179f,2372a32c-1e6b-40d3-a600-839ec7b983cb,,2024-06-21T18:28:37.341Z,Kevin
05c1ec7e-4f3d-48db-9c80-8465989b70d2,250b23b7-89d9-4e63-ab54-7ca98717eb6d,,2024-06-21T18:28:37.341Z,Kevin
f40fbd6d-2d77-4b40-ad2d-ebe53df0e022,0fbaff1e-6801-4f94-ab56-c4a289e27eef,,2024-06-21T18:28:37.341Z,Kevin
96163268-2953-469e-b53c-c2a5e29b2f8b,18ae3d38-eab6-4fa5-94be-ff6ad5dbb6f5,,2024-06-21T18:28:37.341Z,Kevin
b426e765-a665-4986-8eb9-e513371a7bf5,3358e743-e7db-4b44-83b4-26de728e0e4b,,2024-06-21T18:28:37.341Z,Kevin
36fc12f5-0330-4921-aa33-7f1571c55981,4935fc0e-1fc9-41ee-846d-ba326276b33d,,2024-06-21T18:28:37.341Z,Kevin
389f97ad-88d4-43b2-86a1-93ddc8f7dddb,5dc5ecf7-22c2-46ac-8208-a5ca4fee0753,,2024-06-21T18:28:37.341Z,Kevin
7e0aac00-52a3-49a8-a0df-f6e8861891f1,1a2ed148-39a5-468d-8067-4f4a8fa595ba,,2024-06-21T18:28:37.341Z,Kevin
2ac1ccfe-0479-4064-afc2-7a28bb046372,8f6f9510-a831-48ea-b10c-7a0b3e28bf30,,2024-06-21T18:28:37.341Z,Kevin
2641011f-c44c-4aee-bd2c-945069225071,2f6fc86d-458a-4a7a-9f1c-2e13c46d85ce,,2024-06-21T18:28:37.341Z,Kevin
24129ad5-6237-48c3-ad02-ec0780c00732,5e6311d1-2c43-4737-8635-5df5487eec2a,,2024-06-21T18:28:37.341Z,Kevin
b7dec5ff-fcbd-4c6f-a478-135331bb1108,c0695484-4b5e-4be0-8d1b-bd068ad85416,,2024-06-21T18:28:37.341Z,Kevin
ddb239fe-43f2-4dbc-bca7-d03bf3ac3640,55f558e0-c0ac-40f0-b624-d6320db7b459,,2024-06-21T18:28:37.341Z,Kevin
48f680f5-fc75-4c8c-8379-127892b0aa9c,e9fc7042-7314-48aa-bddb-2310f0e3c295,,2024-06-21T18:28:37.341Z,Kevin
a6332e31-a400-47ca-a548-ee0387afa55e,8fc838b6-297f-462b-9eb2-3d1e0bbd8b9c,,2024-06-21T18:28:37.341Z,Kevin
7499d756-dd0f-4da7-b8bd-114f655a0c46,09a53a32-3574-4aa4-962b-7a9ea851b01e,,2024-06-21T18:28:37.341Z,Kevin
cd8c019d-1b34-4e9b-bdda-4b7e413f7bd1,ccac44be-7bdd-4546-ae9e-9c88732b2f60,,2024-06-21T18:28:37.341Z,Kevin
26268b8a-a78f-4aab-9e26-7645afca636c,1e07f3bf-a064-454b-9a08-9927a4ef8240,,2024-06-21T18:28:37.341Z,Kevin
4fcabc3e-8f9c-4792-af32-ef05f7c30794,c48da5d2-7aa9-4af4-a28a-8a1fefd4e0fd,,2024-06-21T18:28:37.341Z,Kevin
a8027c2e-5d30-4c49-a655-565f9ed5ac39,e37c7429-1243-48c6-a6b5-db07edb8c419,,2024-06-21T18:28:37.341Z,Kevin
1e194a00-a229-4d51-ab31-c7db245f8ea7,ce3f9309-37b7-46cc-be9b-e5581069a818,,2024-06-21T18:28:37.341Z,Kevin
b1674601-240b-4df8-a90e-9ce4362ea43c,b028e272-9941-44d8-a4e9-e904bd4cd76c,,2024-06-21T18:28:37.341Z,Kevin
8fb68451-83ca-4e96-87e3-a72e52de51f5,8b7e90d1-6159-4358-8d85-fe2b21002b48,,2024-06-21T18:28:37.341Z,Kevin
babc1fd4-a8a3-41e8-af71-0e0556522d4e,35698499-e7b8-402d-ae79-f563eaee3641,,2024-06-21T18:28:37.341Z,Kevin
7a3466b8-0630-4773-9571-3a5aaf197b81,7ad39d20-46b0-4984-85cd-30942561eab7,,2024-06-21T18:28:37.341Z,Kevin
55fbdd72-d738-42b1-8ffe-87922d23b1a2,3ae7fdf1-d5fa-4f03-9fb7-89ae52a20c96,,2024-06-21T18:28:37.341Z,Kevin
08cd9fcb-a585-4721-89ea-2ae601fba1a4,7b06efbc-f189-4108-a0d4-9ba98add822e,,2024-06-21T18:28:37.341Z,Kevin
92ca8be9-7e48-42dd-9122-0dd97d109f80,8c2b8133-c582-4989-b8fb-574066c78e65,,2024-06-21T18:28:37.341Z,Kevin
d0820268-6e87-4a30-bda2-5c77cfc661fc,501e3727-741b-42af-8c1b-58740abfb6db,,2024-06-21T18:28:37.341Z,Kevin
437d1c3b-7838-4671-81c0-d3ae6bc21ff1,0ef5fa0f-f4b2-4980-9f97-40c7c2dd5270,,2024-06-21T18:28:37.341Z,Kevin
1682936f-3010-4c32-9414-abe975795d44,3b8f9f10-9894-45f3-8b57-9a9b25df20f5,,2024-06-21T18:28:37.341Z,Kevin
18ba24be-663a-4513-87b3-5105ed1e46bd,336c71aa-c352-4191-b54c-afe53a8584e9,,2024-06-21T18:28:37.341Z,Kevin
1e89989c-fe8f-422d-9b2b-782a2a6dbd56,1c511fdb-0d41-4fcf-9adc-f26a958ee444,,2024-06-21T18:28:37.341Z,Kevin
38eaf9b8-eeb3-4681-ae49-266189ed6464,f5467328-5bf9-4b36-8636-f74e8aace33f,,2024-06-21T18:28:37.341Z,Kevin
5e924c3c-b7c2-4d13-b3db-db3f57e9e118,10f4a936-d821-47ef-8c61-24a958b39b63,,2024-06-21T18:28:37.341Z,Kevin
6e5fe867-e877-43b3-a2a5-4d074392e5f4,25b59ec4-3d95-45c8-a62e-0c7f6c1a14ee,,2024-06-21T18:28:37.341Z,Kevin
30fa6507-de7d-4748-8960-765863073598,309ae0f7-08ce-4b39-88ee-4e457cfe56bf,,2024-06-21T18:28:37.341Z,Kevin
225514c0-91ad-4bbc-be0e-09982d4875a7,ba46e59a-6438-44db-a364-f830b1485ec7,,2024-06-21T18:28:37.341Z,Kevin
7c4da260-6a63-4239-ba16-329f6b72157c,11773905-bc38-488c-a26b-24f9219e5ad2,,2024-06-21T18:28:37.341Z,Kevin
5952906a-5859-4e57-a871-adf5d95dde0e,8d6a69ad-5b1c-4465-83b6-578c330499e4,,2024-06-21T18:28:37.341Z,Kevin
70b4c059-5f62-4157-9d25-cdadd508a4a2,5a45e39c-bb23-4e2a-bd3a-34aac64906dc,,2024-06-21T18:28:37.341Z,Kevin
3c7d7235-04a6-41d4-8f33-3fca464d30b2,0e3c0617-ae24-4128-971d-b0d2ac50b063,,2024-06-21T18:28:37.341Z,Kevin
a329ac7d-acb9-441e-bca0-1c2aeed30912,d68cbd57-f23e-44e7-9618-0bbee7e10294,,2024-06-21T18:28:37.341Z,Kevin
1d4a3dab-da49-48bc-bd4e-ce44c3b126a8,5492c96c-e2f1-4b75-b746-53858bf3d97a,,2024-06-21T18:28:37.341Z,Kevin
14a7b9e5-854b-4333-8156-ac52583a1441,47beb885-aaca-40c5-86a9-109dd40061f7,,2024-06-21T18:28:37.341Z,Kevin
7258361b-15ac-4dab-9643-bbc6a2ee8e72,32b374ec-f5a6-4297-9f8d-c537f2eadabf,,2024-06-21T18:28:37.341Z,Kevin
60c352ff-f104-4828-a2b8-134d57375fcc,103c2b60-d442-4a0d-a284-cf54e1a90cc2,,2024-06-21T18:28:37.341Z,Kevin
e17cbff7-2889-470b-a407-526e04319677,f9bbaab7-2b38-4c78-b1a0-416c82a3f68b,,2024-06-21T18:28:37.341Z,Kevin
598708b6-c64e-41c1-a659-e928111e0b29,679f8552-6e52-4ebd-a8db-cf155e4e6452,,2024-06-21T18:28:37.341Z,Kevin
9ca853e9-37ac-49cc-a717-4e3408de588c,18f6a83a-692c-482e-ad3a-1ab2b902b2ba,,2024-06-21T18:28:37.341Z,Kevin
7efc3dfd-5582-4f62-af38-707de0898415,c00e3e37-33ee-469f-9669-6566e5ae3a9f,,2024-06-21T18:28:37.341Z,Kevin
07a540ac-4393-4984-9844-455c111202d2,1849af12-4be7-446c-a36d-a76f378973d5,,2024-06-21T18:28:37.341Z,Kevin
